,contents,down_count,is_facebook,is_twitter,mobile_yn,modified_ymdt,object_id,registered_ymdt,ticket,up_count,writer_id,writer_ip,writer_nickname,writer_profile_type
89,ㅣ,0,false,false,Y,2016-07-18T00:22:10.0+0900,novel-531028,2016-07-09T11:00:12.0+0900,novel02,1,maya****,58.126.xxx.45,미유즈,naver
90,너무 예쁘고 고운 글입니댜~*^^*♡,2,false,false,Y,2016-07-25T12:48:19.0+0900,novel-531028,2016-07-05T14:13:21.0+0900,novel02,5,kyjb****,112.154.xxx.85,꿀물,naver
91,"졸졸졸 흐르는 시냇물같은 감정표현이 읽는 이에게 은은한 미소를 짓게 하는 작품들. . 사랑합니다. 
부디 바란다면 시냇물에 작은 조약돌만 던져주시고 큰 돌맹이는 . . . .  ㅋ 힘내세요 화이팅!",1,false,false,Y,2016-07-19T22:56:25.0+0900,novel-531028,2016-06-24T00:58:07.0+0900,novel02,5,kmjp****,125.141.xxx.108,,naver
92,"초록물고기님 팬이에요.
이 작품이 세번째인데 다 너무 좋아요. 
유하랑 하루 이쁜 사랑에 늘 맘이 따뜻해집니다.
초록물고기님글 몽땅 강추에요~!!!!!",1,false,false,Y,2016-07-25T10:45:36.0+0900,novel-531028,2016-06-11T13:36:43.0+0900,novel02,5,hhso****,119.70.xxx.37,,naver
93,넘 재밌게 봤는데 급히 완결하신듯한 느낌 ㅜㅜ,0,false,false,Y,2016-07-26T02:00:42.0+0900,novel-496902,2016-07-26T02:00:42.0+0900,novel02,0,supa****,119.197.xxx.231,,naver
94,작가님 너무 잼있어요!! 작가님 작품중에서 이게 젤 짱인듯!!,0,false,false,N,2016-07-18T13:58:36.0+0900,novel-496902,2016-07-18T13:58:36.0+0900,novel02,0,suji****,122.128.xxx.35,,naver
95,굿잡,0,false,false,Y,2016-07-13T14:19:02.0+0900,novel-496902,2016-07-13T14:19:02.0+0900,novel02,0,lyj0****,49.162.xxx.233,베리,naver
96,"베스트리그로 승격으 되셨네요. 먼저 축하드립니다. 항강 재미있게 보고 있었는데~나이차가 많이  나는 두 사람, 즉 하영과 환우의 사랑을 응원하고 결실을 이루길 기다리고 있습니다. 개인적으로 해피엔딩이었으면 좋겠어요~언제나 재미있는 글 올려주시는 작가님 끝까지 화이팅입니다.",0,false,false,Y,2016-07-29T03:16:59.0+0900,novel-539502,2016-07-18T15:13:40.0+0900,novel02,2,asia****,115.137.xxx.200,하리마오,naver
97,작가님 항상 감사합니다.,0,false,false,N,2016-07-29T03:17:01.0+0900,novel-539502,2016-07-17T23:32:27.0+0900,novel02,3,ping****,58.232.xxx.193,,naver
98,청림향부터 봐왔습니다. 조급하게 쓴다는 느낌도 있지만 소재도 독특하고 내용도 재밌어서 즐겁게 보고있어요,0,false,false,Y,2016-07-22T12:49:19.0+0900,novel-527274,2016-07-22T12:49:19.0+0900,novel02,0,jooj****,221.145.xxx.2,까칠한그녀,naver
99,정말 재미있고.. 흥미로워요 .. 매일 나오는 것을 기다려요!! 화이팅!!,0,false,false,Y,2016-06-12T00:04:38.0+0900,novel-527274,2016-06-12T00:04:38.0+0900,novel02,0,eiri****,24.184.xxx.139,Butter,naver
100,아 진짜  제발 유기 남주로 해주세요 작가님....ㅠㅠ,0,false,false,N,2016-07-29T13:33:39.0+0900,novel-97071,2016-07-25T02:07:04.0+0900,novel02,4,lahe****,121.167.xxx.179,리이,naver
101,그지같은 네이버 웹소설을 보는 유일한 이유,0,false,false,Y,2016-07-29T03:32:17.0+0900,novel-97071,2016-07-19T19:00:31.0+0900,novel02,6,nell****,59.15.xxx.168,토종,naver
102,요새는 작가님 사정 때문에 자꾸 늦어진대요ㅠㅠㅠㅠㅠ 마무리되고 나면 일주일에 한 편씩 올려주신다고 약속 하셨습니다 그런 의미로 독자 분들 다 같이 외쳐요 하츠에 갓! 유기 갓!,0,false,false,Y,2016-07-29T03:32:19.0+0900,novel-97071,2016-07-18T01:41:52.0+0900,novel02,4,iw08****,119.69.xxx.213,도희,naver
103,유기ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ♡♡♡♡♡,0,false,false,Y,2016-07-29T13:33:45.0+0900,novel-97071,2016-07-16T15:57:42.0+0900,novel02,4,arti****,220.93.xxx.155,멘토모토,naver
104,"정말 자유로워서 글이 즐거운작가님
즐겁다는게 글을읽으면서 느낄 수 있는..ㄷㄷ
3명다 누가 정말 남주인지도 모를정도로 각각 개성이 흘러넘친다",0,false,false,Y,2016-07-29T03:32:24.0+0900,novel-97071,2016-07-14T20:52:26.0+0900,novel02,6,asdf****,183.91.xxx.75,이코,naver
105,저는 하츠에를 봤을 때부터 하츠에파 였어요ㅜㅜㅜ 다른 사람들이 호롄한테 끌린다고 했을때도 하츠에만 좋아했는데 제발 하츠에를 남주로ㅠㅠㅠㅠㅜㅜ 작가님 전 하츠에가 남주가 될 것이라는걸 믿습니다!!!!!,1,false,false,N,2016-07-29T03:31:54.0+0900,novel-97071,2016-07-01T15:42:55.0+0900,novel02,4,chld****,175.202.xxx.149,하이에나,naver
106,업데이트가 너무 늦어요 작가님ㅠㅠㅠ 매일매일 기다립니다,0,false,false,Y,2016-07-29T03:31:56.0+0900,novel-97071,2016-06-30T23:56:32.0+0900,novel02,7,uiui****,220.120.xxx.243,박채연,naver
107,작가님...후속편 매일 기다려요...자주 업뎃해주시면 진짜 인기 폭발할거가튼데...,0,false,false,Y,2016-07-29T03:31:58.0+0900,novel-97071,2016-06-28T22:31:35.0+0900,novel02,6,stab****,70.208.xxx.2,,naver
108,"너무너무 재미있어요!
근데 재미있어서 기다리기가 힘들어요. . . 
자주 올려주시면 좋겠어요",1,false,false,Y,2016-07-29T08:32:42.0+0900,novel-97071,2016-06-27T22:53:03.0+0900,novel02,3,psy0****,39.121.xxx.85,톨킨의 환생,naver
109,"날이 많이 더워요.. 
마른 하늘의 단비 처럼 자주 글 올려주세요.",0,false,false,Y,2016-07-29T03:32:01.0+0900,novel-97071,2016-06-20T17:21:03.0+0900,novel02,4,789m****,222.102.xxx.41,현지맘,naver
110,윗층사시던분이 왜내려오셨는지....진짜 제기준이지만 네웹소 왠만한거보다 탄탄하고 집중력상승깁,0,false,false,Y,2016-07-29T03:32:03.0+0900,novel-97071,2016-06-18T15:40:56.0+0900,novel02,8,asdf****,183.91.xxx.75,이코,naver
111,일러 바꼈다!,0,false,false,N,2016-07-29T03:32:05.0+0900,novel-97071,2016-06-17T20:09:52.0+0900,novel02,2,dlks****,112.152.xxx.80,바닐라우유,naver
112,ㅠㅠㅠ계속 기다리고 있는데 왜 안오시나요..? 기다리고있을께요!,0,false,false,Y,2016-07-29T03:32:06.0+0900,novel-97071,2016-06-13T21:32:19.0+0900,novel02,6,winf****,211.36.xxx.237,뉴듀녈,naver
113,보면볼수록 진짜 작가님을 방에 가둬놓고 매일 한편씩 쓰게 만들고 싶당....!,0,false,false,N,2016-07-29T03:32:08.0+0900,novel-97071,2016-06-12T02:19:16.0+0900,novel02,19,yehi****,61.82.xxx.186,인,naver
114,진짜 진짜 취향저격하는 소설..작가님 이런 소설 진짜 좋아하는거 어떻게 알구..♥사랑합니다♥,1,false,false,Y,2016-07-29T03:32:10.0+0900,novel-97071,2016-06-12T01:51:07.0+0900,novel02,9,a090****,1.235.xxx.67,DooRong,naver
115,하루만에 정주행했네요.초반은 키득키득하다 중반부턴 육성으로 웃다 혼자 깜놀도 하고요 ㅎㅎ 90회정도부턴 도희와 함께 울었네요 ㅠㅠ평점이 좋아 아무생각없이 읽기 시작했는데..역습과도 같은 격한 재미가 있는 소설이네요.매회 10점씩 눌르며 읽게 되는 이야기여ㅛ어요.,0,false,false,Y,2016-07-25T16:00:27.0+0900,novel-508392,2016-07-23T19:19:29.0+0900,novel02,1,labe****,69.14.xxx.43,허미임,naver
116,"어라?
리뷰기능 생겼네요ㅎㅎ
도희와 상현의 꽁냥꽁냥 이쁜 사랑 잘 보고있습니다!!
여러 관작들이 떠도 항상 1순위로 챙겨보는 '수선화에게'
완전 애정합니다~~
작가님도요♡.♡",0,false,false,Y,2016-07-02T17:14:29.0+0900,novel-508392,2016-06-13T17:11:37.0+0900,novel02,4,kei1****,114.204.xxx.51,LeeSH194,naver
117,"판타지랑 무협을 즐겨읽는 제가 유일하게 챙겨읽는 로맨스소설이 '수선화에게' 에요.
요즘 도희랑 상현이랑 완전 달달해서 너무 좋아요ㅎㅎ
풀지 못한 갈등들이 있지만 잘 넘길 수 있을거라 믿고있의요.(작가님을요♡)
도희처럼 억 소리나는 미인은 아니지만 1인칭 주인공시점에서 도희가 느끼는 감정들에 공감을 할 수 있어서 좋아요.
사랑받고 싶은 마음, 상처받을까 두려운 마음, 고독감..
무엇보다 술 마시는 장면이요ㅋㅋ저도 술 진짜 많이 마시거든요...사고도 많이 치고ㅋㅋㅋㅋ
술을 곱게 텨먹어야 하는데ㅠㅠㅋㅋ
섬세한 도희의 1인칭 시점 묘사가 이 소설의 강점이라고 생각합니다. 작가님의 문장력도 너무 좋으시고요♡
완벽해보이지만  결코 완벽하지 않은  도희와 상현이가 서로에게 갖은 편견을 깨고 사랑하는 모습이 너무 좋아요.
그래서 저도 연애하고 싶어요ㅋㅋㅋㅋㅋ
애랑작가님~앞으로도 함께 할게요.
계속 좋은 글 부탁드려요!!",0,false,false,Y,2016-07-19T22:02:44.0+0900,novel-508392,2016-06-10T18:26:03.0+0900,novel02,5,ytyt****,116.41.xxx.120,끼끼,naver
118,"우연히 알게되서 하루만에 정독하느라 댓글은 못남겼어요~~
시간가는줄 모르고 읽었네요~~^^
수고 많으셨구 다른 글도 빨리 만나보고 싶네요^^",0,false,false,Y,2016-07-14T01:57:42.0+0900,novel-498329,2016-07-11T05:40:41.0+0900,novel02,1,lion****,218.235.xxx.162,liongirl76,naver
119,다음화는 언제 볼수 있는지...ㅠㅠ,0,false,false,Y,2016-07-20T15:44:40.0+0900,novel-281502,2016-07-16T23:30:47.0+0900,novel02,2,wlal****,183.107.xxx.183,,naver
120,글 좀 올려주세요,0,false,false,Y,2016-07-20T15:44:42.0+0900,novel-281502,2016-06-21T00:18:55.0+0900,novel02,3,roal****,116.125.xxx.169,,naver
121,전작은 안그러시더니 갑자기 너무 막장으로 가시네요.  100회 쯤넘어보다가 접습니다.  인과가 분명한데 너무 미화시키시네요. 민사도 아니고 형사감인듯 한데.  하휴!  스포는 못 하겠고 내가 왜 이걸 봐가지고는.  불편한 마음이네요. 정말 실망했어요.,0,false,false,Y,2016-07-26T13:35:06.0+0900,novel-409283,2016-07-26T13:35:06.0+0900,novel02,0,dinj****,125.185.xxx.194,우유,naver
122,홍당무 사형! 특별편은 다음 특별편이 올라올 때 모두 공개되고 본편이 올라오면 다시 닫는 형식으로 올라옵니다. 걱정마시고 다음 특별편 올라오면 그때 읽으시면 됩니다!,0,false,false,N,2016-07-14T01:45:21.0+0900,novel-409283,2016-07-14T01:45:21.0+0900,novel02,0,kay7****,111.83.xxx.228,윤연주 영어샘,novel
123,"특별판도 보이게 해주세여..ㅠㅠ
구매한거 날짜 촉박해 백편넘는거 읽다 놓쳤네여..ㅜㅜ",0,false,false,Y,2016-07-11T18:38:27.0+0900,novel-409283,2016-07-11T18:38:26.0+0900,novel02,0,svhc****,175.194.xxx.146,홍당무,naver
124,집착이라는 작품을 넘 재미 있게 봤어요. 그래서 혹 다른 작품도 있나하고 찾아봤는데.. 역시나. .잘 읽고 있습니다.미리보기 빨리 오려주삼,0,false,false,Y,2016-07-20T10:02:32.0+0900,novel-538109,2016-07-20T07:27:22.0+0900,novel02,1,dbst****,121.177.xxx.238,둥이,naver
125,"우연히 발견한 진짜 재미지는글~~
능글 황제와 여우같은 궁녀의 로맨스!
읽을수록 빠져드는~
작가님 짱!!",0,false,false,Y,2016-07-04T14:56:59.0+0900,novel-538109,2016-06-20T00:34:46.0+0900,novel02,1,lion****,223.62.xxx.137,liongirl76,naver
126,"대박
잼나여~",0,false,false,Y,2016-07-11T00:13:05.0+0900,novel-547385,2016-07-10T18:03:52.0+0900,novel02,1,kyjb****,112.154.xxx.85,꿀물,naver
127,?,0,false,false,Y,2016-07-26T00:05:57.0+0900,novel-495848,2016-07-22T07:48:17.0+0900,novel02,2,blue****,117.111.xxx.179,로즈,naver
128,"재미있긴한데
비공개로되어있는글들 
카페 가입하기 귀차나서 캐시 지름요
감상결과
왜 비공개인지모르겠음 작가 공지사항으론
 15세 이상되는글이다어쩌구저쩌구하는데ㅋㅋ 나름 기대했는데 겁나실망해씀‥‥
15세이상글도아니였음 걍 평범한 수준 내용 이였고 수위 수준도 걍 일반 로맨스 소설에 있는 키스신 정도임 ㅋㅋ
그리고무엇보다
스토리진행상 꼭보여져야되는글인거같은데 
결론은 어쨌든 사람 낚이기좋아하는 작가심보가 보여서
얄미운소설임ㅋㅋ
‥‥‥",0,false,false,Y,2016-07-28T06:15:45.0+0900,novel-346483,2016-07-28T06:15:45.0+0900,novel02,0,late****,1.229.xxx.207,,naver
129,맘에 들고 재미있는 소설이지만 관작이 소설에 비해 적어보이는 것은 연재 주기가 느리기 때문인 것 같네요.,0,false,false,Y,2016-07-20T00:48:39.0+0900,novel-233214,2016-07-20T00:48:38.0+0900,novel02,0,anst****,218.235.xxx.90,,naver
130,jem님! 부끄럽네요.   &lt;키스를 부르는 심장 소리&gt;까지 읽으시고- 그 작품은 첫작품이고 정말 순식간에 쓴 거라 참 부끄러운 점이 많은데요.&lt;키사스...&gt;는 얼마전 출판사에 1차 수정본 넘겼고 종이책이 먼저 나올 겁니다.e북은 몇 달 뒤에 나와요.감사합니다.,0,false,false,Y,2016-06-16T07:59:44.0+0900,novel-530958,2016-06-16T07:59:44.0+0900,novel02,0,eoso****,125.135.xxx.91,요귀염이,novel
131,작가님~ 달링달린 기다리다 전작품 키스를 부르는 심장소리 어제오늘 재밌게 잘 봤어요 막장아닌 잔잔한 재미를 주시네요 키사스도 찾아봤는데 이건 어디서 구매가능한지 모르겠어요 e북은 없나요?,0,false,false,Y,2016-07-28T18:35:52.0+0900,novel-530958,2016-06-15T18:43:02.0+0900,novel02,2,jem9****,218.39.xxx.220,,naver
132,바뀌고 나니 리뷰란도 생겼네요.진눈깨비님! 이렇게 리뷰도 남겨주시고 감사합니다.님의 댓글에 많은 힘을 얻습니다.진심! 앞으로도 마음 설레고 따뜻한 글로 작은 즐거움 드릴 수 있도록 애쓰겠습니다.,0,false,false,Y,2016-07-28T18:35:59.0+0900,novel-530958,2016-06-13T22:20:38.0+0900,novel02,0,eoso****,125.135.xxx.91,요귀염이,novel
133,"작가님 글 정말 잘 읽고 있는 독자이며 늘 팬 입니다.
문체가 읽기에 오타도 없고 매끄럽고 은은해서 항상 행복하게 잘 보고 있어요.
키사스때 강소와 석주도 정말 잘 봤는데, 달링은 더 잼 있네요...
남주 진휘는 무뚝뚝하지만 자상하고 달린을 사랑하고 아껴주는 모습이 넘 좋고 글을읽을때마다 웃음짓게 해요^^
요즘같이 시끄러운 세상에 순수한 소설을 읽게 해 주셔서 정말 감사합니다....
늘 애정하고 잘 읽을께요*^^*
더운데 건강조심하시고요.",0,false,false,Y,2016-07-28T18:35:44.0+0900,novel-530958,2016-06-13T12:27:05.0+0900,novel02,4,okgu****,211.214.xxx.119,진눈깨비,naver
134,"오늘 안 올라오나요?ㅜㅜ
정말 재밌어서 궁금해요 빨리 보고 싶습니당~~^^",0,false,false,Y,2016-07-26T19:41:00.0+0900,novel-527501,2016-07-26T19:41:00.0+0900,novel02,0,c121****,223.62.xxx.60,소중한 그녀,naver
135,"정말 재미있어요 ㅎㅎ
힘내세요 작가님!!",0,false,false,Y,2016-07-25T22:08:03.0+0900,novel-527501,2016-07-25T22:08:03.0+0900,novel02,0,youn****,125.176.xxx.80,이나영,naver
136,진짜 너무 재밌어요ㅠ,0,false,false,Y,2016-07-31T03:13:47.0+0900,novel-527501,2016-07-24T23:30:10.0+0900,novel02,2,petl****,182.226.xxx.86,Blair,naver
137,이거 진짜 꿀잼 초악님 소설 한번도 안본 사람은 잇엉도 한번 본 사람은 없다!!!♡♡,1,false,false,Y,2016-07-26T11:29:11.0+0900,novel-527501,2016-06-30T21:32:00.0+0900,novel02,5,yeon****,180.224.xxx.250,이쁜이,naver
138,짱잼♡♡♡♡♡♡♡♡초악님소설은 다사랑이져,0,false,false,Y,2016-07-25T23:53:35.0+0900,novel-527501,2016-06-14T16:12:40.0+0900,novel02,7,keth****,211.221.xxx.71,0211,naver
139,"툭하면 울고 쓰러지거나 착하다 못해 멍청하다거나 여기저기 주변캐릭들한테 기대서 갈대처럼 흔들리는 여주에 지치신분들..이 소설 보세요 통쾌하답니다^^요새 대부분의 소설 속 남주들의 집착,소유욕=사랑이라는 편견아닌 편견(사랑의 모습은 다양하죠)에 직격탄을 날려서 좋네요",0,false,false,Y,2016-07-23T14:37:07.0+0900,novel-492973,2016-07-23T13:01:46.0+0900,novel02,1,pump****,116.41.xxx.3,윈드,naver
140,35화 진짜…35화는 꼭보세요!,0,false,false,Y,2016-07-05T08:02:08.0+0900,novel-492973,2016-07-04T21:11:30.0+0900,novel02,1,skys****,183.104.xxx.212,별빛베리,naver
141,온하람작가님 진짜 너무 친절하시고ㅠㅠㅠㅠ완전 필력 대박이세요!! 다른 로맨스 소설에서는 아주 흔하게 나오는 키스 한장면 없지만 뭔가 그런거 있는 것보다 백만 배는 더 달달한 그런 소설입니다!! 꼭 보세요 진짜 꼭이요!!!!!!!!!,0,false,false,N,2016-07-12T22:27:46.0+0900,novel-492973,2016-07-03T19:32:05.0+0900,novel02,2,cyun****,220.84.xxx.253,티라미슈,naver
142,"이건.....그냥 닥치고 보셔야하는 소설이요.
걍 보시오",0,false,false,Y,2016-07-04T21:12:23.0+0900,novel-492973,2016-06-18T16:41:23.0+0900,novel02,1,hong****,223.62.xxx.121,오르페,naver
143,"클릭 한 번 잘못했다가 된통 빠져들었네요. ㅠㅠ 로판이라면 장르만으로도 거부감 있는 1인으로 편독하는 경향이 있었는데요. 하람님의 소설은.. 그런 저도 쉽게 읽을 수 있어서 좋아요. 중간중간 로맨스 특유의 오글거림이 있지만, 과하지 않구요. 손발이 펴지지 않는 불상사가 생기지도 않네요. ㅎㅎㅎ 완결이 기대되는 소설이에요. 판타지라고 주인공 버프가 남발되지도 않고 적절히 섞여 조화를 이루며, 사건의 개연성이 돋보이는 그런 작품입니다. 실수한 제 손가락에 뽀뽀 백만번도 모자라요. 고맙다고 절이라도 해야할 거 같아요. 오바해서 말하자면. ㅎㅎㅎ 제 인생 최애소♥등극. 네이버는 뭐하고 있는 거죠? 작가님 정식으로 데뷔시키지 않고. ㅠㅠ 일러스트랑 보면 더더더 좋을 거 같은데.. 너무너무 아쉬워요. 앞으로 작가님 소설은 장르 불문 믿고 볼게요. 소중한 글 고맙습니다. 건필하세요. 애정합니다♥♥♥♥♥♥",0,false,false,N,2016-07-04T21:12:16.0+0900,novel-492973,2016-06-13T16:17:40.0+0900,novel02,2,lady****,182.210.xxx.193,스타플라워,naver
144,작가님 어서어서용,0,false,false,Y,2016-07-09T20:57:39.0+0900,novel-539450,2016-07-07T01:00:14.0+0900,novel02,1,cms8****,223.62.xxx.30,솔이맘,naver
145,"저도  추천 드리고싶어서  글 남깁니다 ..... 
몇번씩 읽고 또 읽어도  깊은 감동 을 주는  훌륭한 작품 입니다 .....
청야지월 은  품 에 안고  두고두고 보고싶게 합니다 ...... 
유일하게  조바심치며 기다리게하는  작가님 의 필력 에  찬사를 드립니다 .....
독자님 들 의  댓글 을 읽으면서  서로 느낌을  엿보는  즐거움도  기쁘게합니다 !!!
저도  많은 분들 과  소통 하고싶습니다 ^-^ 
멋진 남주 가 많아서  이야기 소재가  넘칠것같습니다 !!!",0,false,false,Y,2016-07-20T16:52:02.0+0900,novel-263457,2016-06-18T02:40:34.0+0900,novel02,6,mrsc****,220.81.xxx.101,들꽃2554,naver
146,"청야지월은 누가 묻거든 그저 읽어보라고 말하고 싶은 작품입니다.
제 짧은 언변으로 이 소설을 간단히 소개할 수 없는 수작이라는 말과함께요...
등장하는 이들 한사람 한사람  누구하나 눟칠 수 없는 멋진 작품입니다.
읽으면서도 읽고나서도 계속 마음이 아련해지고 여운이 남는 그러한....
많은 분들과 이런 감동을 같이 느끼고 소통하고 싶어 어설픈 리뷰 남겨봅니다..^^",0,false,false,Y,2016-07-13T12:01:01.0+0900,novel-263457,2016-06-17T13:48:00.0+0900,novel02,7,yoon****,125.184.xxx.141,유나,naver
147,"월,목요일 손꼽아 기다리는 작품입니다.
배경묘사도 아름답고...
인물들도 하나하나 사랑스럽고 매력있고...
마음에 남는 소중한 문장들도 많아요.
한자어가 많아 어렵게 느껴질수도 있지만... 
무게감있는 .... 
묵직한 감동을 주는 훌륭한 작품입니다.
그 감동 여러독자와 나누고싶은 마음에 리뷰 달고 있네요.
이 작품을 너무 사랑하는 독자로서 
강력추천!!!!!!!!! 합니다. ^^♡",0,false,false,Y,2016-07-13T12:01:02.0+0900,novel-263457,2016-06-17T10:03:21.0+0900,novel02,7,suki****,122.47.xxx.167,일이야,naver
148,한편의대하사극같은소설.. 서향하나가이세상전부인채윤 냉혹해보여도실은외롭고쓸쓸한려건.. 순수하게사랑하는승완..눈물나게사랑하는유평... 깊이감이 느껴지고 탄탄하고여운이많이남아요..진짜아끼는소설이에요.. 종이책나오면소장하고싶을정도로....,0,false,false,Y,2016-07-13T12:01:04.0+0900,novel-263457,2016-06-16T02:40:59.0+0900,novel02,7,lucy****,180.64.xxx.223,Lucyen,naver
149,작가님~~언제 오시나요??,0,false,false,Y,2016-07-22T19:22:55.0+0900,novel-364337,2016-07-18T19:36:19.0+0900,novel02,2,iris****,119.56.xxx.119,카시라,naver
150,왠지.. 제목에 이끌려 찾았습니다 ^^;; 한작품 완결이라 곧 비공개하신다니 열심히 정주행 해야겠어요~  기대됩니다~~^^,0,false,false,Y,2016-06-24T14:53:27.0+0900,novel-512041,2016-06-23T22:38:42.0+0900,novel02,1,lemo****,113.134.xxx.111,세가지행복,naver
151,"따뜻하고, 열정적인 남주의 사랑과 예쁘고 매력적인 여주.
넘 좋았어요.  특히 남주의 환상적인 외모가 ㅋㅋㅋㅋ
작가님 좋은작품으로 다시 만나길 바래요~~^^",0,false,false,N,2016-06-24T14:53:29.0+0900,novel-512041,2016-06-23T17:44:47.0+0900,novel02,1,shh7****,182.208.xxx.104,신현호,naver
152,뉴욕 가을의사랑도 재미나게 보고있어요,0,false,false,Y,2016-06-24T14:53:32.0+0900,novel-512041,2016-06-23T08:34:25.0+0900,novel02,1,cash****,183.100.xxx.97,,naver
153,"남주 너무 멋있어요 
남주는 영국 남자
성격 천사 같다가 섹시하다가 어떨땐 차가운 냉혈한같다가  
아주 매력적인 남자 
여주는 한국 여자
성격 까칠 하지만 어릴적 해외 입양 과정  중 트라우마발생

단순한 달달한 로맨스 아니고요 사건이 많고 심리적 묘사가  디테일한 가슴찡한 소설 읽을수록 에드와 자스민  사랑 할 수 밖어요",0,false,false,Y,2016-06-24T14:53:35.0+0900,novel-512041,2016-06-20T12:15:15.0+0900,novel02,1,bgj7****,58.140.xxx.180,,naver
154,이거 재미남,0,false,false,Y,2016-06-20T13:46:12.0+0900,novel-512041,2016-06-14T20:13:04.0+0900,novel02,1,kfc2****,223.62.xxx.55,,naver
155,"솔직히, 베스트도전에서 이렇게 한심하고 답답한 소설은 처음입니다. 캐릭터의 매력을 살리지 못하시는 건지.. 오타도 너무 많고요. 개연성도 없고 캐릭터들의 매력도 없어서 질질 끄는 느낌밖에 들지 않습니다. 관심작품 수가 많아서 기대하고 들어왔는데 정말 기운 빠지는 작품이었습니다. 앞으로 작품에 더 신경 쓰시면 좋겠습니다.",0,false,false,N,2016-07-22T12:13:37.0+0900,novel-333567,2016-06-29T23:34:16.0+0900,novel02,2,answ****,218.152.xxx.159,둥이,naver
156,"너무 재밌게 봤어여~~~!!!!!!
정주행..역주행.......
재탕, 3탕..제대로 가슴깊이 한자한자 새깁니다",0,false,false,Y,2016-07-05T15:44:21.0+0900,novel-532969,2016-06-22T20:38:36.0+0900,novel02,3,svhc****,175.194.xxx.146,홍당무,naver
157,"진짜 잼나게 또 눈물나게 봤어요~~
좋은 글 많이많이 써주세요",1,false,false,Y,2016-06-30T13:31:47.0+0900,novel-532969,2016-06-13T21:18:45.0+0900,novel02,2,love****,218.233.xxx.65,,naver
158,작가님 너무 재밌었어요~,0,false,false,N,2016-07-20T03:31:50.0+0900,novel-293152,2016-07-20T03:31:50.0+0900,novel02,0,jenn****,1.232.xxx.43,귀염둥이,naver
159,수준이 매우 낮음.말장난 소설.,1,false,false,Y,2016-07-24T20:21:39.0+0900,novel-293152,2016-07-18T01:12:39.0+0900,novel02,0,ehdt****,115.143.xxx.210,행복만땅,naver
160,"이건머ㅜ
아랫분과 동일한 생각임ㅎㅎ",0,false,false,Y,2016-06-27T13:29:54.0+0900,novel-293152,2016-06-27T13:29:54.0+0900,novel02,0,1975****,111.65.xxx.4,,naver
161,"글을 읽다보니 이건 여주 말장난만 있고 ,  내용을 이해할수 없는 뜬금포가 많습니다.  아무래도 작가분이 어린학생같다라는 생각이 들더군요.",0,false,false,Y,2016-06-24T02:13:15.0+0900,novel-293152,2016-06-24T02:13:15.0+0900,novel02,0,jo69****,182.222.xxx.138,홍옥,naver
162,"너무 사랑스러운 글 입니다~*^^*♡
즐 ~~ 잼~~~~~♡",0,false,false,Y,2016-07-06T23:48:23.0+0900,novel-481331,2016-07-06T23:48:23.0+0900,novel02,0,kyjb****,112.154.xxx.85,꿀물,naver
163,이것을 안보시면후회하십니다;;,0,false,false,Y,2016-07-30T02:02:58.0+0900,novel-466329,2016-07-14T19:35:10.0+0900,novel02,1,kte0****,222.99.xxx.78,lachu,naver
164,"어서 담편을!!!!!!!!!!!! 
꿀잼이니까!!!!!!",0,false,false,N,2016-07-30T02:03:01.0+0900,novel-466329,2016-07-08T19:39:05.0+0900,novel02,1,meku****,14.39.xxx.145,유연우,naver
165,너무 재미있어요~♡,0,false,false,Y,2016-07-30T02:03:02.0+0900,novel-466329,2016-07-05T00:38:45.0+0900,novel02,1,plkm****,118.33.xxx.49,,naver
166,작가님!!! 기다리고 있어요.다음편을ㅎ,0,false,false,N,2016-07-30T02:03:03.0+0900,novel-466329,2016-06-22T20:25:39.0+0900,novel02,1,yio1****,115.140.xxx.108,Lady in red,naver
167,정말 댓글 안적는데 이글은 꼭 남겨야겠네요 너무도 행복하고 즐겁게 읽었던 독자입니다 고생많으셨구요. 재미있게 보았어요 ~~,0,false,false,Y,2016-07-05T10:15:15.0+0900,novel-525752,2016-07-04T09:49:02.0+0900,novel02,2,judi****,218.37.xxx.229,,naver
168,"작품 잘읽었네요
처음써보는 리뷰네요
4개월내내 행복했어요
정말 좋은글 감사하구 수고많이하셨어요",0,false,false,Y,2016-07-05T10:15:10.0+0900,novel-525752,2016-07-04T08:18:45.0+0900,novel02,2,yeli****,223.62.xxx.119,liny,naver
169,"완결 없이 계속 계속 보고싶은 소설 이에요~
하루하루 사랑선고 덕분에 설레여 하고 피로를 풀 수 있어요~ 매일매일 글을 올려 주시기 힘드실텐데 완전 감사 드려요~ 
정말 좋아서 하는 구나~~ 라는 느낌이 들어서 
읽는 저도 행복해 져요~",0,false,false,Y,2016-07-05T10:15:06.0+0900,novel-525752,2016-07-02T23:08:19.0+0900,novel02,4,wngi****,58.126.xxx.89,,naver
170,"정말 재밌게 읽고 있습니다.    현실속에서 볼수 있는 내용이라면 얼마나 좋을까?
글에서라도 힐링받고 있습니다.",0,false,false,N,2016-07-05T10:15:03.0+0900,novel-525752,2016-06-27T14:39:41.0+0900,novel02,4,ajaa****,121.159.xxx.86,별,naver
